Algorithm,Parameters,Validation_MMD
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.30048
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.30204
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.30325
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.30520
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.30700
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.30750
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.30961
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.31093
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.31204
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.31321
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.8416666666666667), np.float64(1.6833333333333333), np.float64(3.3666666666666667))}",0.31468
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.88125), np.float64(1.7625), np.float64(3.525))}",0.31607
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.9208333333333334), np.float64(1.8416666666666668), np.float64(3.6833333333333336))}",0.31738
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(0.9604166666666667), np.float64(1.9208333333333334), np.float64(3.841666666666667))}",0.31843
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.070125), 'vgd_lengthscales': (np.float64(1.0), np.float64(2.0), np.float64(4.0))}",0.31969
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.05), np.float64(0.1), np.float64(0.2))}",0.27991
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.08958333333333333), np.float64(0.17916666666666667), np.float64(0.35833333333333334))}",0.28105
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.12916666666666665), np.float64(0.2583333333333333), np.float64(0.5166666666666666))}",0.28322
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.16875), np.float64(0.3375), np.float64(0.675))}",0.28633
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.20833333333333331), np.float64(0.41666666666666663), np.float64(0.8333333333333333))}",0.28965
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.24791666666666667), np.float64(0.49583333333333335), np.float64(0.9916666666666667))}",0.29190
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.2875), np.float64(0.575), np.float64(1.15))}",0.29411
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.32708333333333334), np.float64(0.6541666666666667), np.float64(1.3083333333333333))}",0.29480
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.36666666666666664), np.float64(0.7333333333333333), np.float64(1.4666666666666666))}",0.29677
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.40624999999999994), np.float64(0.8124999999999999), np.float64(1.6249999999999998))}",0.29863
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.29999
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.30173
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.30269
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.30391
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.30580
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.30686
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.30834
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.30974
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.31126
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.31234
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.8416666666666667), np.float64(1.6833333333333333), np.float64(3.3666666666666667))}",0.31336
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.88125), np.float64(1.7625), np.float64(3.525))}",0.31469
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.9208333333333334), np.float64(1.8416666666666668), np.float64(3.6833333333333336))}",0.31635
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(0.9604166666666667), np.float64(1.9208333333333334), np.float64(3.841666666666667))}",0.31768
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07341666666666667), 'vgd_lengthscales': (np.float64(1.0), np.float64(2.0), np.float64(4.0))}",0.31821
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.05), np.float64(0.1), np.float64(0.2))}",0.28013
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.08958333333333333), np.float64(0.17916666666666667), np.float64(0.35833333333333334))}",0.28137
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.12916666666666665), np.float64(0.2583333333333333), np.float64(0.5166666666666666))}",0.28310
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.16875), np.float64(0.3375), np.float64(0.675))}",0.28595
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.20833333333333331), np.float64(0.41666666666666663), np.float64(0.8333333333333333))}",0.28930
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.24791666666666667), np.float64(0.49583333333333335), np.float64(0.9916666666666667))}",0.29154
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.2875), np.float64(0.575), np.float64(1.15))}",0.29323
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.32708333333333334), np.float64(0.6541666666666667), np.float64(1.3083333333333333))}",0.29483
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.36666666666666664), np.float64(0.7333333333333333), np.float64(1.4666666666666666))}",0.29654
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.40624999999999994), np.float64(0.8124999999999999), np.float64(1.6249999999999998))}",0.29758
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.29857
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.30014
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.30244
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.30366
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.30486
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.30610
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.30755
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.30877
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.30991
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.31133
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.8416666666666667), np.float64(1.6833333333333333), np.float64(3.3666666666666667))}",0.31273
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.88125), np.float64(1.7625), np.float64(3.525))}",0.31398
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.07670833333333334), 'vgd_lengthscales': (np.float64(0.9208333333333334), np.float64(1.8416666666666668), np.float64(3.6833333333333336))}",0.31506
